Country,slope(log cases),start day,start date,intersecpt(log cases),MSE fit,exp MSE,pred_day 0,pred_day 1,pred_day 2,pred_day 3,pred_day 4,pred_day 5,pred_day 6,pred_day 7,pred_day 8,pred_day 9,pred_day 10,pred_day 11,pred_day 12,pred_day 13,pred_day 14,pred_day 15,pred_day 16,pred_day 17,pred_day 18,pred_day 19,pred_day 20,pred_day 21,pred_day 22,pred_day 23,pred_day 24,pred_day 25,pred_day 26,pred_day 27,pred_day 28,pred_day 29,pred_day 30,pred_day 31,pred_day 32,pred_day 33,pred_day 34,pred_day 35,pred_day 36,pred_day 37,pred_day 38,pred_day 39,pred_day 40,pred_day 41,pred_day 42,pred_day 43,pred_day 44,pred_day 45,pred_day 46,pred_day 47,pred_day 48,pred_day 49,pred_day 50,pred_day 51,pred_day 52,pred_day 53,pred_day 54,pred_day 55,pred_day 56,pred_day 57,pred_day 58,pred_day 59,pred_day 60,pred_day 61,pred_day 62,pred_day 63,pred_day 64
United Kingdom,0.23202512511661683,42,3/4/20,4.4902739064953066,4.356708826689592,78.0,89.1458601650191,112.42642768909805,141.7867483642479,178.81455832876188,225.51223326010572,284.4050720772902,358.67785908534074,452.34708951703,570.4781720185389,719.459353871582,907.3471821749107,1144.3021827021767,1443.1383169100402,1820.0159304214005,2295.315665985579,2894.7406000446254,3650.7062038234544,4604.093294725479,5806.458773465623,7322.823698333895,9235.189468997969,11646.972266681234,14688.59555466814,18524.543068229974,23362.25370284973,29463.33931509312,37157.73206805054,46861.52637605957,59099.48029853853,74533.39320465908,93997.89430530231,118545.57741077665,149503.92269438022,188547.08365506137,237786.42134695651,299884.68175108,378199.99072918994,476967.45346361713,601528.1788477558,758618.1139202162,956732.3078201478,1206584.3037899504,1521685.502049501,1919075.824104822,2420245.1910748268,3052295.647387041,3849406.9747207835,4854685.053105556,6122492.924135671,7721390.614641833,9737842.69947456,12280894.099554447,15488066.971199824,19532797.57644624,24633815.302573495,31066971.025852855,39180154.46922471,49412107.24904141,62316148.97558856,78590099.45832828,99114015.1373835,124997780.43750058,157641127.67144352,198809331.22608384,250728669.39229998
France,0.23806367363742426,38,2/29/20,4.810443728425487,4.454347296253507,85.99999999999997,122.7860891090667,155.78975938854032,197.66448550031328,250.79471835282635,318.205825363473,403.73636239340726,512.25665065204,649.946104883049,824.6451045876042,1046.3014447061976,1327.5367877697497,1684.3653727123506,2137.1059054104985,2711.5385562609754,3440.3729471130628,4365.110718377053,5538.408735506219,7027.077501698783,8915.885513886276,11312.386191487127,14353.04223523713,18210.996152299776,23105.92942065555,29316.57169807777,37196.57238112304,47194.638280124826,59880.084099420455,75975.25063061427,96396.63663131879,122307.08654070791,155182.00573002253,196893.37374885203,249816.3394900947,316964.4680670418,402161.3406956765,510258.2789056828,647410.5908375036,821428.0697756965,1042219.7031756365,1322357.9150200228,1677794.4708663984,2128768.810997168,2700960.534417647,3426951.659003503,4348081.922522049,5516802.76997561,6999664.069152858,8881103.625389528,11268255.279921288,14297049.376890348,18139952.974749126,23015790.548922475,29202204.400929175,37051464.30060692,47010526.60173382,59646485.04691141,75678862.49375105,96020582.33345346,121829952.61611953,154576622.9879946,196125270.19247296,248841777.3951376,315727953.447314,400592463.33761775,508267703.0359278
Peru,0.23990205211899376,54,3/16/20,4.521380632073572,4.454347296253507,85.99999999999997,91.96247671649478,116.89577013355783,148.58909375878804,188.87525835051272,240.0839948245736,305.1766815532691,387.91759955475777,493.0916191840782,626.7809070499646,796.7166549949383,1012.7261714685933,1287.301190388634,1636.3202625374108,2079.967005065967,2643.897311064539,3360.723018407984,4271.897837783144,5430.114602274223,6902.3524703795865,8773.750300850334,11152.530194888466,14176.255931952406,18019.788221718947,22905.39682087133,29115.614293913895,37009.57474526377,47043.78238420267,59798.51095953035,76011.36073144183,96619.91356533195,122815.95287256374,156114.38391317322,198440.8400908481,252243.04147312266,320632.3453502962,407563.67463871324,518064.229307667,658524.2071096351,837066.3458639109,1064015.6577589668,1352496.5201985447,1719191.652688581,2185306.8710596194,2777797.410330625,3530926.733918192,4488247.974431767,5705122.591891626,7251921.902250288,9218096.61918245,11717349.748928657,14894211.984392848,18932399.85059893,24065439.949327305,30590173.698257126,38883923.53764978,49426313.318643674,62827004.73647701,79860953.79418916,101513226.16235903,129035963.08713336,164020792.15957382,208490870.42879283,265017882.67103305,336870760.7723515,428204724.6004454
Czechia,0.24368232535558337,49,3/11/20,4.471589073540884,4.51085950651685,90.99999999999997,87.49564962366598,111.63910579267375,142.44468148753214,181.75071485941638,231.90281312679411,295.8938278604223,377.542454899083,481.72111693544224,614.6467277794189,784.2516898020403,1000.657264017977,1276.7775614033994,1629.0901989334118,2078.619609623911,2652.191686096854,3384.0346291517753,4317.821532783516,5509.276597929523,7029.500502056907,8969.213367684051,11444.168531107252,14602.060180691511,18631.337081498517,23772.44834968094,30332.19237386015,38702.02516255376,49381.420677450515,63007.677192115865,80393.94838550538,102577.76869482883,130882.96870249113,166998.67538882117,213080.1116302159,271877.2102032161,346898.71739959193,442621.57921781874,564758.1053567353,720596.8541564707,919437.5809661165,1173146.2056997241,1496862.9175473936,1909905.6733445227,2436923.0063167005,3109364.939639288,3967359.7823146004,5062108.806100214,6458941.707033048,8241215.187745069,10515287.310421959,13416864.467408132,17119099.728105858,21842925.83507382,27870239.47604081,35560723.60986621,45373311.72717047,57893574.936135285,73868666.21152711,94251907.12249777,120259677.7744675,153444004.90084785,195785179.8353165,249809933.38851148,318742219.7740623,406695607.69022876,518918759.5912703
Poland,0.24690737744101585,51,3/13/20,4.296259316919787,4.189654742026425,65.99999999999997,73.42462111587004,93.98796050760826,120.31027993238649,154.00444247577303,197.13501053777514,252.34474898892802,323.0165568691972,413.4807497666985,529.2803938123292,677.5109492574885,867.2550348172203,1110.1389523521477,1421.045072156038,1819.023729255105,2328.4605058817056,2980.5704237135456,3815.31060040547,4883.828565751523,6251.596254605258,8002.4217075647,10243.584290736668,13112.40808794613,16784.67624074877,21485.401813091714,27502.615150199144,35205.01253269881,45064.547522438275,57685.34925291833,73840.73959190008,94520.6173507383,120992.112941197,154877.23000849667,198252.23142241148,253774.85936318178,324847.1847339943,415824.06426864414,532279.9782503364,681350.5989473896,872170.0188911326,1116430.4295435026,1429098.5438772258,1829332.6606540924,2341656.562224638,2997462.1747851446,3836933.0644848775,4911506.628901014,6287025.851199516,8047773.736283318,10301637.63332619,13186719.881288966,16879799.835420564,21607165.773511082,27658480.391710956,35404529.478664555,45319941.29298865,58012268.7419888,74259216.33118655,95056292.91361715,121677810.09405388,155754963.8795529,199375783.91958869,255213074.58483434,326688187.2941694,418180659.008806,535296562.1973121
Canada,0.2473694540083186,46,3/8/20,3.8820722381960797,4.02535169073515,56.00000000000002,48.52466562221938,62.143218204534215,79.58384708679054,101.91922626677776,130.52307802474633,167.1546627763917,214.0669811862074,274.1453434384732,351.0848282744912,449.6175462932589,575.8036851900582,737.4042374720872,944.358335015358,1209.3945485995894,1548.8137499825384,1983.4916859123273,2540.1629267093444,3253.065157800615,4166.044945237171,5335.254488868111,6832.605225138021,8750.190690995065,11205.950674141306,14350.92501932754,18378.543231107193,23536.52122373805,30142.096919729505,38601.54175214488,49435.14811231501,63309.229578912746,81077.10208067544,103831.56651127197,132972.1207037853,170291.03459151345,218083.58254921492,279289.21267984516,357672.3355676028,458053.85178636305,586607.6581051854,751240.368803061,962077.6065936812,1232086.772152241,1577874.595259807,2020708.5204049777,2587824.7464684853,3314103.3705804055,4244213.6647317195,5435361.428916646,6960807.39488931,8914373.07756057,11416211.203355722,14620195.62179802,18723385.2117952,23978143.853738535,30707661.898040533,39325833.76746025,50362714.25160509,64497119.16566041,82598375.4546511,105779788.55495833,135467115.48673227,173486255.06810448,222175548.57808405,284529597.8439042,364383446.18629825
Switzerland,0.24827482381223506,41,3/3/20,4.386412927737046,3.9889840465642745,54.00000000000001,80.35167415416662,102.99575270949614,132.02120786982522,169.22638913634137,216.91644276093498,278.0461332313179,356.40291358682845,456.8415871746889,585.5850999417928,750.6100996508358,962.1411503705294,1233.2842226169669,1580.838708717727,2026.3382739766755,2597.3850323499055,3329.3597090457833,4267.6137477349375,5470.279180219934,7011.870351535442,8987.900654965297,11520.800319109734,14767.501899286563,18929.163452620676,24263.63182207143,31101.418225406607,39866.17595935298,51100.94896970932,65501.817587603335,83961.02604323254,107622.26383724857,137951.526074614,176827.94310193945,226660.20704077397,290535.8087332925,372412.33147344406,477362.65363696555,611889.2523932839,784327.082024204,1005359.9882503108,1288682.6543922299,1651849.0920069595,2117360.2465000083,2714058.1032202947,3478912.669599758,4459312.550582995,5716001.036057844,7326839.613415937,9391632.083703082,12038308.172344372,15430849.756540993,19779450.799901936,25353540.480160702,32498476.39259702,41656942.10110932,53396374.77929478,68444122.29420415,87732507.98367858,112456595.23576118,144148230.8287874,184770954.58481294,236841655.71711418,303586513.41532344,389140883.3830924,498805514.8319711,639374972.5387965
Russia,0.2580892157903352,52,3/14/20,3.8809274016549824,3.9318256327243257,51.0,48.46914459918258,62.741092606711646,81.21547706353276,105.12972344940677,136.08562249659462,176.15661910494777,228.0266929393088,295.1701330158949,382.08424768853826,494.5905970908471,640.2249247660328,828.7419063415473,1072.7685236209986,1388.6498274864437,1797.543739323397,2326.838221432238,3011.98573936001,3898.8778895526084,5046.91924632824,6533.0063163073755,8456.678113081154,10946.783340734348,14170.110758220491,18342.560791631262,23743.606675727988,30735.01374076879,39785.070673821014,51499.9557791426,66664.33916878392,86293.94044277075,111703.56220417486,144595.15633518968,187171.82176681282,242285.36938191755,313627.3380384474,405976.25608186476,525517.7100729762,680258.6591287127,880563.7459017965,1139849.5266340894,1475483.1202338138,1909945.4684370633,2472337.1229250073,3200327.4179314664,4142677.585104787,5362506.810388218,6941519.995390286,8985480.401266798,11631293.73612222,15056178.182402177,19489534.578276366,25228311.824961897,32656896.704292707,42272860.3385833,54720285.80628946,70832909.21738352,91689963.86384764,118688467.92036691,153636797.56927353,198875813.13442373,257435651.32594457,333238685.6355345,431362249.29272914,558378718.125159,722795732.2790953
Austria,0.2621290755846206,44,3/6/20,4.171669595905391,4.007333185232471,55.000000000000014,64.82359101027161,84.25085111949689,109.50035016163932,142.31697990225862,184.96856620642473,240.40258940259835,312.44987284475656,406.08931577360704,527.7919651047911,685.9682035675014,891.5489575749775,1158.741089775326,1506.009178436835,1957.3515305095093,2543.9586085156193,3306.3684785103983,4297.268233489833,5585.134987398757,7258.968054254571,9434.439334335526,12261.886935993396,15936.704440282994,20712.843768882758,26920.36478443513,34988.24440590783,45474.02148559807,59102.326086514484,76814.9557642043,99835.95942432816,129756.22644074756,168643.42664933385,219184.89873020843,284873.36142230534,370248.2813286022,481209.5772744663,625425.3400710685,812861.7435639896,1056471.7669974924,1373090.323539061,1784597.6537119122,2319431.381196725,3014551.7231239197,3917995.662669972,5092196.592597538,6618298.837010808,8601765.21064659,11179665.13166821,14530146.940251453,18884749.016967647,24544400.473054588,31900217.15620423,41460530.100547954,53886014.248781614,70035345.0517392,91024538.09017937,118304072.44241543,153759127.4848808,199839860.0895123,259730725.15335888,337570540.5241612,438738504.12765115,570225928.7948488,741119383.8946563,963228631.7551906,1251902753.0453267
Thailand,0.264257011946033,53,3/15/20,4.37404969964579,4.356708826689592,78.0,79.36438370313498,103.36916549853993,134.63450325315713,175.3564457911813,228.39526523669522,297.47635992040455,387.4519229625272,504.6417558945774,657.2771657581688,856.0791246084309,1115.0113008185376,1452.2608544177583,1891.5158866335453,2463.62927052903,3208.7857286832655,4179.3243714751,5443.414948486853,7089.846029575326,9234.261433083971,12027.282942229103,15665.089841854788,20403.19837257455,26574.408958597975,34612.18180616566,45081.08275331771,58716.43785973221,76475.98203887582,99607.12948530902,129734.59091064168,168974.4917429221,220083.0068477658,286649.95173854515,373350.92794577684,486275.7330066177,633356.102292764,824922.8268728398,1074431.3788601088,1399407.0115084613,1822675.7170259627,2373967.50346068,3092004.6033657934,4027221.2881171843,5245306.3251618855,6831816.897165411,8898188.060533198,11589559.842194775,15094971.742793744,19660640.698895685,25607255.136175208,33352499.832113743,43440393.71403341,56579501.252654135,73692701.38463159,95982009.68782404,125013006.85979104,162824803.67890048,212073266.286659,276217561.8045608,359763127.0795221,468578126.4611046,610305626.3163614,794900437.0444541,1035328329.8848875,1348476740.870486,1756340928.940727
South Africa,0.26591767913320147,53,3/15/20,3.863332449927345,3.9318256327243257,51.0,47.623791125225665,62.13131499443042,81.05823185698438,105.75081104221954,137.96543274985856,179.99351916323855,234.82452303474042,306.3585671019844,399.6838593509925,521.4386166407597,680.2832402732946,887.5163293008756,1157.8783485232673,1510.6001159832929,1970.7706887507134,2571.121944546386,3354.356796283866,4376.186645149917,5709.294125897684,7448.503013950665,9717.523029190384,12677.7492935134,16539.74234651962,21578.205291472557,28151.523394130378,36727.25598377072,47915.39389227751,62511.74802894684,81554.55531514148,106398.32835214572,138810.20174024766,181095.62815118927,236262.36490055293,308234.4153653466,402131.1428741847,524631.4104076459,684448.6473220763,892950.6345359904,1164968.0934251586,1519849.5932576093,1982837.8126080574,2586865.0480613085,3374895.68452365,4402982.246774861,5744252.408841748,7494110.556692292,9777023.890781848,12755375.76311254,16641015.985610796,21710329.681873582,28323896.52790437,36952138.741275914,48208782.157118246,62894510.473258585,82053917.78574038,107049810.44175078,139660143.29185724,182204485.40556076,237709010.74136886,310121749.5379831,404593411.2322734,527843753.804561,688639559.3588605,898418214.2838236,1172101249.1765904
Germany,0.26700469365452006,38,2/29/20,4.564478505623902,4.143134726391533,62.99999999999999,96.01251097414314,125.39681125392538,163.77407603564583,213.8965713172382,279.35888468277693,364.85571494018427,476.51855739500036,622.3554304995301,812.8251793375362,1061.5875427242643,1386.4827757745363,1810.8110826040174,2365.003615028502,3088.8048746943723,4034.1230319095075,5268.75257479417,6881.236262459854,8987.21506231336,11737.721463933416,15330.010933266725,20021.708296298595,26149.283575015004,34152.18228970804,44604.34075769047,58255.3465412876,76084.1959100222,99369.50359005932,129781.19996710274,169500.29190430703,221375.27594850352,289126.4212627047,377612.5726507268,493179.6077340847,644115.5382549139,841244.8935745885,1098705.0132071848,1434959.921025153,1874124.4921945424,2447693.876867439,3196802.208074682,4175172.5794363404,5452969.853451084,7121832.608572227,9301445.096459214,12148120.524246668,15866011.220966225,20721749.6370235,27063570.171440616,35346283.16886172,46163892.1228423,60292193.26253846,78744412.5970603,102843870.48677461,134318884.95788115,175426719.8515112,229115466.87951344,299235471.12920165,390815462.62000406,510423196.9776747,666636468.9521723,870658278.0101585,1137120263.2510047,1485132026.8282657,1939651599.2118688,2533275330.6519394
US,0.276801101190953,35,2/26/20,3.2451263372566492,3.9318256327243257,51.0,25.66495229508142,33.849608665435525,44.64438482602262,58.88165846151163,77.65925584346293,102.42510445086405,135.08888165136204,178.16926859537844,234.98816396850424,309.92683328959333,408.76374524884426,539.1201454110189,711.0477251622647,937.8037006444574,1236.8730674748142,1631.3168566014838,2151.5503543667683,2837.688404090727,3742.6386337497283,4936.181126385626,6510.349113794529,8586.525595044388,11324.803095141537,14936.328288329616,19699.58337134042,25981.859631969368,34267.579024917424,45195.64761192406,59608.72116398773,78618.18176201073,103689.8356963693,136756.94077086018,180369.27846785562,237889.76582566835,313753.7676333109,413811.1043256804,545777.1275702106,719827.6456698347,949383.5730664992,1252145.8077228826,1651460.135057723,2178117.4052283186,2872727.7941787587,3788852.2260727813,4997132.418917703,6590738.018326349,8692550.844113993,11464640.221990561,15120760.036587551,19942831.14488916,26302680.097509112,34690710.425495334,45753717.31565645,60344761.53773097,79588948.36725178,104970183.67111228,138445596.85727492,182596453.7627265,240827196.267538,317627956.4413019,418920787.5052449,552516309.238815,728715979.4405252,961106432.1767185,1267607133.6882882
Ireland,0.2768042482438533,51,3/13/20,4.414388811685398,4.48863636973214,88.99999999999999,82.63132217091953,108.98312567560626,143.73873453770028,189.57819092101883,250.03622432379092,329.7748183499815,434.94270125009086,573.649480931437,756.5909854955597,997.8740299802685,1316.1042079517424,1735.8205887195338,2289.387951210858,3019.4924666815987,3982.4332750265226,5252.46377165772,6927.517366224574,9136.759232552839,12050.546373315767,15893.564030674399,20962.151405558343,27647.152690327417,36464.055482377575,48092.74058399127,63429.90833800341,83658.2241500866,110337.51508281668,145525.0497884041,191934.1766943196,253143.55320194268,333873.099785471,440347.9581067364,580778.5183453392,765993.5311648432,1010275.1242557116,1332460.1124735216,1757392.5247748238,2317839.353855932,3057017.253997738,4031925.023489258,5317738.84291293,7013609.190815919,9250306.443133269,12200304.716710158,16091081.532879671,21222658.852376632,27990738.08954569,36917213.071528405,48690413.82933906,64218184.46259385,84697887.96879713,111708736.18442966,147333564.49832243,194319441.51568475,256289498.45571384,338022312.67415303,445820388.872961,587996151.9772066,775512927.1095824,1022830333.3137941,1349019280.2407982,1779232546.3846881,2346644336.7284455,3095008381.1636014,4082031831.3884444
Spain,0.2851395761738354,39,3/1/20,4.578691417079192,4.406719247264253,82.00000000000001,97.38687199115586,129.51944097781646,172.25407540278638,229.08890178078244,304.6762452290635,405.2034545772463,538.8993798249428,716.7079606433726,953.1840638162248,1267.684900133689,1685.9545464838968,2242.2312772755736,2982.0502048990916,3965.970644805068,5274.533315909674,7014.853157595299,9329.38743114907,12407.59683561487,16501.454181349025,21946.07011388013,29187.12424676559,38817.34713211093,51625.03937131721,68658.59949211637,91312.34264661747,121440.63498660017,161509.68640705434,214799.42694785167,285671.9918385675,379928.79255132785,505285.4026063549,672003.1308302968,893728.9807232609,1188612.752440212,1580792.7299394202,2102371.567105509,2796044.1128439754,3718592.28087492,4945533.043581916,6577300.020481396,8747464.667244822,11633670.02667094,15472172.045033325,20577178.761499852,27366570.417541344,36396105.85584779,48404915.23998165,64376002.98970836,85616713.5173053,113865746.44400017,151435481.23496532,201401261.51233703,267853133.28139302,356230643.5913975,473768105.2258823,630086775.4285016,837982422.6044123,1114472748.799412,1482190406.7585065,1971235639.6812727,2621640195.0999346,3486644201.3370533,4637054241.630552,6167039364.549488,8201839474.392165
Chile,0.290119055425123,52,3/14/20,4.225595118889501,4.110873864173311,61.00000000000001,68.41520661756144,91.44284884185598,122.22128701673962,163.35933524842986,218.34389952998862,291.83553170965774,390.06346296641635,521.3536002625062,696.834239330125,931.3793111974312,1244.8691128617736,1663.8753830218566,2223.9135517321943,2972.4530671255993,3972.9409577914885,5310.179672360899,7097.515027867377,9486.443525253964,12679.453358603643,16947.18753608995,22651.38387756426,30275.53630808272,40465.87633217045,54086.14832343529,72290.8214430295,96622.94370929677,129144.93243664944,172613.38698442077,230712.74113561664,308367.55973691767,412159.9502049422,550887.4691548917,736308.8129280414,984140.4975633353,1315389.0078983242,1758131.330215263,2349894.7883282127,3140837.900622583,4198001.870971185,5610993.07455003,7499578.192271011,10023835.765738714,13397724.62964033,17907219.296748202,23934549.470617067,31990598.2536017,42758205.157766,57150044.329282574,76385983.80797005,102096482.87747335,136460791.57865885,182391666.328232,243782258.34058335,325836101.3857129,435508169.0067608,582094385.6896323,778019559.596666,1039890522.9052296,1389903745.078989,1857726729.9133341,2483012665.6276903,3318761472.498784,4435812134.110875,5928847087.136506,7924417608.297297
Brazil,0.2982062465176136,50,3/12/20,4.2707691142687665,3.9512437185814275,52.00000000000001,71.57666508896202,96.44523755495356,129.95413848173067,175.10536068622517,235.94390836089903,317.9201805955654,428.37826130825766,577.213860465597,777.7608501796661,1047.9858186084755,1412.0976592621892,1902.716395477019,2563.7955405355315,3454.5598016051117,4654.810898209582,6272.076832487701,8451.245099507742,11387.542856936721,15344.02692049764,20675.15047757103,27858.51781185116,37537.67187886525,50579.74798235407,68153.15862459895,91832.26915504229,123738.44189108933,166730.08456084513,224658.72911293243,302714.0824619398,407888.9615489205,549605.7652830698,740560.6076843055,997860.7363612417,1344557.1352829353,1811709.6145426333,2441169.394215088,3289328.4682142003,4432171.645869427,5972083.873129851,8047022.6871597925,10842877.545476926,14610123.276252758,19686259.597789615,26526047.017103925,35742247.87895257,48160522.471243285,64893398.21486093,87439938.68395014,117820041.597113,158755397.25753993,213913319.13276947,288235290.84914184,388379663.44360316,523318163.19991606,705139649.9670292,950133132.9974799,1280247069.4447794,1725055681.0403318,2324408447.175803,3132000136.9717693,4220181212.0885077,5686439554.273052,7662134202.1468725,10324263534.568478,13911322187.66857
Portugal,0.3111857142205069,49,3/11/20,4.0834662644144535,4.07753744390572,59.000000000000014,59.350839414279434,81.01643040714806,110.59088735208502,150.96128407358808,206.06859963599814,281.2924387635805,383.97619164361157,524.143899484797,715.4788066186073,976.6591259071495,1333.181415569424,1819.8495664173697,2484.172375726481,3391.001380664256,4628.861698980977,6318.593896914279,8625.150507934077,11773.698784605514,16071.601642557778,21938.422587708512,29946.88372330025,40878.77517863695,55801.27386694856,76171.12184910677,103976.83424908432,141932.81913161598,193744.35942519052,264469.3245631157,361011.9223206482,492796.6911585867,672688.5285554506,918248.5689711646,1253448.510900372,1711010.746511381,2335602.738539712,3188197.4811652172,4352025.715324964,5940700.956807594,8109310.506585421,11069555.153564775,15110415.515388642,20626362.476198465,28155865.63891956,38433959.00715302,52463995.38580136,71615594.2022293,97758344.46505792,133444315.01276903,182157188.79723954,248652341.8201676,339421065.4045317,463324249.4199717,632457386.9471886,863331342.5852866,1178484151.616607,1608681194.6993742,2195918530.28271,2997522571.6119037,4091746320.9193206,5585408468.084913,7624321086.539272,10407523883.491138,14206714559.368593,19392772078.2393,26471962064.62336
Pakistan,0.3560471687151074,53,3/15/20,4.436263924863182,3.9318256327243257,51.0,84.45880704110976,120.57971790547337,172.14863528781032,245.7722836496228,350.8829175982893,500.9467301764916,715.1890670318063,1021.057471363508,1457.7381113417882,2081.1760952305863,2971.242849219639,4241.968802770007,6056.152336521394,8646.21661036344,12343.986333121928,17623.199308893585,25160.199104209347,35920.58444484568,51282.916383734875,73215.33191808962,104527.69081549716,149231.55930568973,213054.1497574717,304172.0594495492,434258.8109881922,619980.3994559774,885130.4475202571,1263678.512764079,1804122.0795142644,2575699.788288269,3677261.907450527,5249934.482843258,7495199.626195667,10700708.288858265,15277132.510659872,21810778.45017713,31138700.68684529,44455941.023831956,63468630.633947305,90612570.14869979,129365290.96251588,184691577.3203739,263679527.01448682,376448639.2683688,537446269.0052557,767298542.0509135,1095452860.2889977,1563950539.9134614,2232812912.324084,3187730925.1205726,4551043392.342735,6497410366.6554165,9276189619.231388,13243382978.167925,18907245313.616203,26993399340.529816,38537798387.40321,55019447006.74323,78549882857.79457,112143695232.28828,160104737560.4636,228577513307.44772,326334375771.26953,465899393466.515,665152864510.3796
Luxembourg,0.3811293610889733,52,3/14/20,3.7728778059793373,3.912023005428146,49.99999999999999,43.5050840500597,63.68870090825897,93.23624380806368,136.49198422116677,199.81566176114,292.51753436558676,428.2272328262669,626.8976775418063,917.7386863360744,1343.511591397938,1966.8162877898155,2879.2950761892835,4215.106508541279,6170.650248831619,9033.44302599436,13224.391208906614,19359.67519172526,28341.344233425047,41489.94159265719,60738.6593657725,88917.56893203843,130169.7164102899,190560.26018082062,278968.20982327574,408391.875715102,597859.9649607232,875229.3053747923,1281280.5370521247,1875713.946673188,2745926.9910077276,4019864.038073655,5884827.578269854,8615016.65179724,12611841.370646229,18462940.837747734,27028581.66068944,39568139.93006736,57925262.86358806,84798933.78222951,124140294.15001817,181733566.0284272,266046485.93386537,389475286.40188974,570167270.5255796,834688946.2021899,1221932006.496795,1788831438.6993206,2618736475.5695796,3833665140.3359456,5612244128.165056,8215971661.876298,12027664657.350618,17607742950.350414,25776625856.968884,37735355544.64301,55242182044.383,80871072578.45825,118390152922.19543,173315721704.35568,253723292423.1671,371434907837.52783,543757293398.87555,796026404319.012,1165332482093.6836,1705973302461.459
Ecuador,0.5222107995008783,55,3/17/20,4.151476154709518,4.02535169073515,56.00000000000002,63.52770784280767,107.09185822012799,180.5301416732672,304.328756585572,513.0223198547179,864.8275753563598,1457.8834217360481,2457.62754557983,4142.946591436224,6983.973828891754,11773.236600121372,19846.738180637272,33456.64661208835,56399.55504719713,95075.57187074787,160273.6822832255,270181.4222852725,455458.4377683126,767789.2387261251,1294301.0079956364,2181868.427952895,3678085.551574945,6200334.150028035,10452215.706495013,17619826.695083372,29702629.708632365,50071219.591184266,84407577.91287245,142290107.31689966,239865603.78682733,404353534.9360566,681639128.8873208,1149073426.8064275,1937050976.4425976,3265384437.4118567,5504623086.209982,9279420509.902498,15642786735.99169,26369833828.15665,44452957638.5936,74936590639.74231,126324386835.2418,212951384271.23257,358982878912.99664,605155527838.8087,1020141166572.527,1719703368574.6274,2898990622859.7095,4886974570733.258,8238219284557.227,13887581365144.621,23410995691149.28,39465095097594.24,66528299420044.52,112150106639244.72,189057085914393.8,318703056158622.7,537253800954267.0,905675804050484.0,1526743339154745.2,2573708178167730.0,4338629562998290.0,7313846474359630.0,1.232931954060081e+16,2.0784155213970284e+16
Turkey,0.6292713622359535,56,3/18/20,4.5969360755635424,4.574710978503383,97.0,99.179969700768,186.08572186731314,349.14202925604326,655.075281272508,1229.0803975924568,2306.0534673382313,4326.716628659466,8117.971699210654,15231.28740917872,28577.596071634915,53618.51400304966,100601.36047443138,188752.5963276575,354145.7337397199,664463.4466819646,1246694.8770332073,2339102.510728125,4388724.664302026,8234313.840763346,15449573.535497747,28987153.883683592,54386943.97264356,102043121.81019081,191457690.91212475,359221148.4629623,673986157.9249687,1264561797.149583,2372625194.163424,4451621363.754624,8352323331.55087,15670988014.113213,29402581244.766106,55166386642.40548,103505545647.32683,194201553369.7407,364369301136.03046,683645343235.6881,1282684775777.4128,2406628305583.2036,4515419462840.305,8472024067071.758,15895575678786.398,29823962273912.36,55956999840074.81,104988928109026.75,196984739299556.56,369591234197752.1,693442958482648.0,1301067482601274.8,2441118730207391.5,4580131879904619.0,8593440285281110.0,1.6123382005810428e+16,3.0251382295698064e+16,5.6758943655287736e+16,1.0649356956234877e+17,1.9980781226315664e+17,3.7488800502658554e+17,7.033809875647598e+17,1.3197136398975782e+18,2.47610345193095e+18,4.64577171843146e+18,8.716596571498777e+18,1.6354453123219073e+19,3.0684927857522745e+19
