Country,slope(log cases),start day,start date,intersecpt(log cases),MSE fit,total cases,total deaths,total recovered,mortality,temp,Population,Population Density,fraction of Population affected per million,exp MSE,pred_day 0,pred_day 1,pred_day 2,pred_day 3,pred_day 4,pred_day 5,pred_day 6,pred_day 7,pred_day 8,pred_day 9,pred_day 10,pred_day 11,pred_day 12,pred_day 13,pred_day 14,pred_day 15,pred_day 16,pred_day 17,pred_day 18,pred_day 19,pred_day 20,pred_day 21,pred_day 22,pred_day 23,pred_day 24,pred_day 25,pred_day 26,pred_day 27,pred_day 28,pred_day 29,pred_day 30,pred_day 31,pred_day 32,pred_day 33,pred_day 34,pred_day 35,pred_day 36,pred_day 37,pred_day 38,pred_day 39,pred_day 40,pred_day 41,pred_day 42,pred_day 43,pred_day 44,pred_day 45,pred_day 46,pred_day 47,pred_day 48,pred_day 49,pred_day 50,pred_day 51,pred_day 52,pred_day 53,pred_day 54,pred_day 55,pred_day 56,pred_day 57,pred_day 58,pred_day 59,pred_day 60,pred_day 61,pred_day 62,pred_day 63,pred_day 64
Thailand,0.1778001152450561,45,3/7/20,3.4919225335063997,3.912023005428146,1388,7,97,0.005043227665706052,29.06525573192241,69799978.0,137.0,19.885393087086648,49.99999999999999,32.849040418729814,39.241020804768056,46.87679439556005,55.99838657960207,66.89491762294159,79.91176669740291,95.46151910515422,114.03704368558132,136.2271149092268,162.73507482058736,194.40112634337592,232.2289645624214,277.41759009397845,331.3993129089817,395.88515118792753,472.91906418083727,564.9427380505883,674.8729781678959,806.1941609034742,963.0686752924947,1150.4688551579459,1374.3345834464506,1641.7615642429705,1961.2262299812423,2342.8544125651074,2798.742294267754,3343.3398113488,3993.908662846125,4771.069441703595,5699.455230239665,6808.492376482233,8133.333199051639,9715.970183838845,11606.566988335439,13865.048441461196,16562.99993592122,19785.936416707907,23636.012884174066,28235.262324460433,33729.463697529754,40292.76258352313,48133.19094460015,57499.260958015075,68687.8419202086,82053.56989023871,98020.08832295897,117093.4759778643,139878.2877179598,167096.7166318228,199611.4848462697,238453.18858254846,284852.96419178863,340281.5105605463,406495.7047503495,485594.2884122185,580084.3900266726,692960.9914747708,827801.8577324894,988880.9386037592,1181303.8369018247,1411169.636912312,1685764.222493359,2013791.2122716857,2405647.831714284,2873754.4661858813
Indonesia,0.18241484456713128,51,3/13/20,4.455673668527327,4.23410650459726,1285,114,64,0.088715953307393,28.91269841269842,273523615.0,151.0,4.697949023523983,69.00000000000001,86.11414369733205,103.34661296250853,124.02750526512445,148.8468912655217,178.63293300990046,214.3795176668969,257.27942110508917,308.7641078986849,370.55149578997936,444.70327839156164,533.6937188462715,640.4922099206372,768.6623553596404,922.4808786046615,1107.0803265668935,1328.6203301312146,1594.493135933547,1913.5702675030595,2296.498546246701,2756.055349770311,3307.5749616353446,3969.460238797009,4763.796669811516,5717.0893134288945,6861.147207405085,8234.144758086451,9881.89552673439,11859.38091571597,14232.584763069892,17080.69506136945,20498.746266841998,24600.790366119825,29523.702511344363,35431.748208333855,42522.06445368374,51031.237712903596,61243.198230589915,73498.69408640532,88206.66112287987,105857.86813164172,127041.29260448038,152463.77346789764,182973.5965647016,219588.79987232882,263531.1429336133,316266.87397660787,379555.655022272,455509.27749088744,546662.127503,656055.7521291871,787340.3483570034,944896.5612130782,1133981.6551449788,1360904.9360434348,1633238.2773075846,1960068.7746917736,2352301.9604065926,2823025.6939850594,3387946.8720598747,4065915.5289859916,4879553.816261038,5856010.848244489,7027868.601525953,8434229.095583184,10122019.131282005
Italy,0.18495629946997663,31,2/22/20,5.654963640190544,4.127134385045092,97689,10779,13030,0.1103399563922243,8.989417989417994,60461826.0,206.0,1615.713690155504,62.00000000000001,285.7060943185039,343.7518186759713,413.5904525414418,497.6179125169286,598.7168836613653,720.3557142227711,866.7074024037308,1042.7927571754065,1254.6526444814465,1509.5552279900453,1816.2453140916095,2185.244355287337,2629.2114040241945,3163.377400026241,3806.0676899850782,4579.330705412563,5509.694366370181,6629.076160612503,7975.878119742617,9596.304257139693,11545.945664296205,13891.687644615706,16714.00431168853,20109.7193715999,24195.327801949425,29110.992382645625,35025.352185316224,42141.30798360464,50702.983061324696,61004.09821919061,73398.04829699143,88310.02590105927,106251.60825925447,127838.30762688813,153810.68733595771,185059.76790468584,222657.5948011513,267894.01653290616,322320.93478880025,387805.5446989226,466594.3916977426,561390.4425549379,675445.8146084779,812673.3444120999,977780.8233229902,1176432.5051780955,1415443.4268163547,1703013.2078969765,2049007.3508588497,2465295.6914281133,2966159.61071421,3568781.978901545,4293836.638772694,5166197.652158517,6215792.641053237,7478629.498511148,8998031.692145385,10826124.539124615,13025623.441507481,15671985.429946626,18855997.82761992,22686892.842294972,27296094.93716948,32841729.539530713,39514047.76508787
Romania,0.1863551409685818,51,3/13/20,4.5133650560996665,4.48863636973214,1815,43,206,0.023691460055096418,3.4126984126984143,19237691.0,84.0,94.34604184046827,88.99999999999999,91.22829088967804,109.91641321439668,132.43279881816767,159.56166772476246,192.24788748944576,231.62988185801515,279.07928076714796,336.2486926503323,405.1292629043033,488.12002321169984,588.111447077746,708.5861217249693,853.7400426332098,1028.6287552753658,1239.3434339988298,1493.2230306791569,1799.1098820415837,2167.6576781617823,2611.7025183374126,3146.709977783172,3791.313755972321,4567.964667131897,5503.712576490268,6631.148516224396,7989.539793930546,9626.197628151536,11598.124944145622,13974.001720744207,16836.577035663802,20285.55112148255,24441.047811002274,29447.798313307114,35480.18203666588,42748.300024388824,51505.29253448252,62056.15562605156,74768.36382409687,90084.66883800458,108538.52009848962,130772.64419270774,157561.43029805738,189837.90127380507,228726.20978287232,275580.79124664946,332033.5372855747,400050.63264260127,482001.0351547674,580738.9838521312,699703.4088470698,843037.7053469322,1015734.0433823077,1223807.2393941118,1474504.245428463,1776556.5522091235,2140484.2969984384,2578962.667976806,3107263.3665870316,3743786.503473564,4510701.453345342,5434718.98900588,6548021.587098351,7889384.307053012,9505525.282172415,11452732.858918158,13798826.055803876
Algeria,0.18692880083254043,54,3/16/20,3.969883477013627,3.9889840465642745,511,31,31,0.060665362035225046,20.798059964726622,43851044.0,18.0,11.653086298241838,54.00000000000001,52.97835728359873,63.867605575998866,76.99504573491511,92.82071895849306,111.89922397909012,134.8991525558191,162.6265197663808,196.05301019501616,236.35002988284435,284.92975736539603,343.4946323998596,414.0970166770091,499.21111728227817,601.8196934091962,725.5185848962988,874.6427257109187,1054.4180584269504,1271.144673424431,1532.4175907854567,1847.3929220207715,2227.1087390631883,2684.8718951386436,3236.724353359399,3902.0053651717526,4704.029199776127,5670.902175033897,6836.507622090164,8241.693301051806,9935.702879803834,11977.901641055236,14439.85689371038,17407.845995007334,20985.87987515902,25299.348021628655,30499.412658752517,36768.30611340758,44325.7170088907,53436.48908633864,64419.90245305339,77660.86251205218,93623.3886804031,112866.8755982658,136065.696690392,164032.83707205072,197748.38399666903,238393.8732713476,287393.6952843713,346465.01168758364,417677.93202596816,503528.059158827,607023.9457719108,731792.5268277307,882206.2227544064,1063536.1676080793,1282136.9319737446,1545669.2140786943,1863368.303159972,2246367.723181235,2708089.3987479242,3264714.0162898484,3935748.063962456,4744707.421750774,5719941.457673451,6895626.509914265,8312963.57070982
Saudi Arabia,0.18843038822996844,51,3/13/20,4.398668919328156,4.454347296253507,1299,8,66,0.006158583525789068,19.51587301587302,34813871.0,16.0,37.31271365944913,85.99999999999997,81.34252311231576,98.20914207933605,118.5731056638308,143.15959888345492,172.84417606954312,208.68394040053371,251.95518860624932,304.1988614158268,367.2754182939273,443.4310906199893,535.377872665225,646.3900989413855,780.4210471558282,942.2437191430876,1137.6208131497563,1373.509940388343,1658.3113938662154,2002.1672928329751,2417.322755736626,2918.5619634880263,3523.7346417662866,4254.391711027552,5136.552740471775,6201.632535917959,7487.5598584866675,9040.128112995737,10914.626105692752,13177.80694455142,15910.26519701804,19209.306958629175,23192.415039065316,28001.432665046443,33807.614686716595,40817.72616699789,49281.40553195094,59500.054492703035,71837.57131966049,86733.30969369443,104717.72461443856,126431.26253514353,152647.16842430714,184299.02194073107,222513.98331802568,268652.9328841327,324358.93363201345,391615.7426514013,472818.4550834654,570858.7963138019,689228.0997604378,832141.6374186117,1004688.7307212409,1213013.9873417702,1464536.1179979537,1768212.1255838396,2134856.2747198036,2577525.2006066097,3111982.8713687523,3757261.961750492,4536341.629350936,5476965.829817988,6612631.312180473,7983780.478010188,9639241.583550267,11637967.572124662,14051135.458723499
Australia,0.19296333571608412,42,3/4/20,3.631682816793992,3.9512437185814275,3984,16,244,0.004016064257028112,20.58730158730156,25499884.0,3.0,156.2360048382965,52.00000000000001,37.77633380724158,45.81658541394694,55.56811070403806,67.39513430165562,81.73940178981337,99.1366791414261,120.23676386159774,145.82775526791443,176.86549041653606,214.5092451214907,260.1650335191091,315.5381234392216,382.6967290599889,464.1492598006936,562.9380107394695,682.7527939425943,828.0687548955661,1004.3135215524952,1218.0699291091883,1477.321892377319,1791.752609222869,2173.106233124856,2635.6265235156134,3196.588857724698,3876.9454754537187,4702.108056004355,5702.896857932618,6916.691871997169,8388.828983572837,10174.293291933507,12339.77283277447,14966.149411596276,18151.519581893528,22014.858603280707,26700.46423032779,32383.34630996777,39275.76349178813,47635.151200790635,57773.73698659266,70070.20238744574,84983.82688585685,103071.64224002973,125009.23791447532,151615.99470362155,183885.68903759992,223023.61105721298,270491.58283779473,328062.55821643147,397886.84355493844,482572.4128191077,585282.3167848736,709852.8246567559,860936.7107504539,1044177.0380729547,1266417.9297087013,1535960.200434531,1862871.3965393247,2259361.823999479,2740240.609861392,3323468.830964567,4030830.3696556455,4888745.553308744,5929257.967518447,7191231.300959605,8721800.924702365
Netherlands,0.19463931396613832,43,3/5/20,4.938976176762172,4.406719247264253,10930,772,253,0.07063129002744739,20.6740152851264,17134872.0,508.0,637.8804580506934,82.00000000000001,139.62722276012067,169.6293038773421,206.078013764877,250.35855708035714,304.15378117372575,369.5081313820726,448.9053485726172,545.3628617680804,662.546463172199,804.9096237298687,977.862743800613,1187.9787711845938,1443.2430008531164,1753.3565498266366,2130.1050405252195,2587.8065041132572,3143.8555260540875,3819.3843136999217,4640.065809272839,5637.089369916268,6848.346094772931,8319.868846515785,10107.581694222043,12279.425263795678,14917.938768215796,18123.396845647254,22017.620418487706,26748.606402062902,32496.15221142159,39478.688821203024,47961.58206366292,58267.21764918484,70787.2531825774,85997.50280343834,104476.02012967537,126925.06673228566,154197.80103606082,187330.70193697567,227582.95937043356,276484.3288380446,335893.2685667289,408067.5687573215,495750.15713192377,602273.3417525907,731685.4527779906,888904.6960787755,1079906.0657977154,1311948.4193200287,1593850.3444601756,1936325.3029813976,2352388.7873148248,2857852.9641502565,3471927.6034405613,4217950.130655758,5124272.547350513,6225338.926766258,7562994.433843919,9188075.617927225,11162342.415984252,13560825.290616151,16474676.70399353,20014635.295753084,24315234.41822088,29539914.97104545,35887236.84451511
Czechia,0.19657709287552966,49,3/11/20,4.687175409744743,4.51085950651685,2817,16,11,0.0056798012069577564,4.966490299823631,,,,90.99999999999997,108.54614800013654,132.12553622113484,160.82705506694202,195.76338065500917,238.28889479774708,290.0521905268745,353.05998334855525,429.75490588661074,523.1102017904897,636.7449899210379,775.0645672781718,943.4311898152431,1148.3719518257371,1397.8318227938946,1701.4816512270647,2071.0930759009048,2520.994878758317,3068.6284709638744,3735.22404672557,4546.623617441237,5534.28283285874,6736.49042700218,8199.852563308701,9981.099622807853,12149.285479374119,14788.464521688342,18000.950202423068,21911.281439320202,26671.050634231044,32464.78047866221,39517.0773728357,48101.338775940894,58550.35204674114,71269.19566138973,86750.9429519161,105595.77715458465,128534.2588040931,156455.64748419763,190442.37588835004,231812.01265146266,282168.3407322427,343463.53150946,418073.82490473014,508891.64943456923,619437.7534236921,753997.6943872517,917787.9778865092,1117158.2865880548,1359837.6393710917,1655234.0233700585,2014799.1148332607,2452472.227986181,2985220.702532047,3633697.6790736327,4423042.762535372,5383856.61302564,6553387.246250508,7976974.032966201,9709805.377215238,11819058.21352414,14386502.265273612,17511670.023918804,21315715.340123657,25946110.213393867,31582361.861362528
Serbia,0.19980258848845422,54,3/16/20,4.061339183811478,4.007333185232471,741,13,0,0.017543859649122806,6.631393298059949,8737371.0,100.0,84.80811905549163,55.000000000000014,58.05200134700158,70.89087850501923,86.5692230862764,105.71501642811319,129.09512526476516,157.64601785270568,192.5112733253506,235.08738667902736,287.07970406581325,350.570728828759,428.1035342134545,522.7836237735987,638.4033193932611,779.593659170998,952.0098892926293,1162.5579795950725,1419.6712356889602,1733.6480870783073,2117.0645810624605,2585.2781044753756,3157.0425093624485,3855.2592808749814,4707.894834705331,5749.1006855483965,7020.581353882725,8573.264801290266,10469.342302029308,12784.75945599679,15612.258118259999,19065.09108678185,23281.558336661637,28430.546495483475,34718.293438245426,42396.6489513524,51773.162338795264,63223.40102008805,77205.99352981066,94280.9994519476,115132.34207945193,140595.2023181076,171689.47107172146,209660.60001245883,256029.4869754794,312653.3940904103,381800.3386680816,466239.9364994874,569354.3362098093,695273.6880386672,849041.573121089,1036817.0193833695,1266121.1956104073,1546138.6647832263,1888085.2631056039,2305657.339768007,2815580.3513248195,3438278.7841163133,4198694.2378475685,5127284.437892167,6261243.190818317,7645990.147307921,9336990.043520253,11401974.288901197,13923653.884046465,17003032.331991386,20763451.23847088
Poland,0.20076628842637295,51,3/13/20,4.518679560643123,4.219507705176107,1862,22,7,0.011815252416756176,4.286596119929452,37846611.0,124.0,49.198592708868965,68.00000000000001,91.71441466543935,112.10611174553547,137.0316796606933,167.49917500709935,204.74078474064402,250.2626591112344,305.9058244050616,373.92063896894643,457.0578037174228,558.6796078307498,682.895908717251,834.7303456331591,1020.323509083065,1247.1812827146175,1524.4784013175633,1863.4295016240617,2277.7426721964857,2784.173845172633,3403.204450952437,4159.869741993186,5084.771285341839,6215.31457180882,7597.221794006814,9286.380974042111,11351.106224525469,13874.900553899759,16959.832951317116,20730.666329405634,25339.90326996569,30973.953636039623,37860.673485074156,46278.580176975935,56568.116360664324,69145.41838484626,84519.14596435196,103311.0537387244,126281.1366918839,154358.36638085518,188678.26102881206,230628.80891742723,281906.6023432814,344585.4523455756,421200.2591681579,514849.5304015463,629320.6929126474,769243.2665116115,940276.0941083335,1149336.2004466478,1404878.53507519,1717237.9131084692,2099046.9827765524,2565747.1234884406,3136212.9364924207,3833515.584205127,4685855.849692284,5727704.651720653,7001197.140858866,8557836.757599797,10460578.169170365,12786373.324561227,15629283.59704788,19104283.877565533,23351912.46664358,28543954.818958282,34890391.00632766
Pakistan,0.20231393764824918,53,3/15/20,4.9340010672758625,3.970291913552122,1597,14,29,0.008766437069505322,13.796296296296294,220892340.0,287.0,7.229766319646938,53.00000000000001,138.93428718407662,170.0878392240618,208.22702328029771,254.91824354977106,312.07914261457444,382.0573604259613,467.72695359499517,572.606435000615,701.0032816881945,858.1908461037308,1050.6249365374972,1286.208961894474,1574.6185304812789,1927.6988343193077,2359.9511398485956,2889.12836555161,3536.9642073057616,4330.0657571764095,5301.006276157341,6489.663001834795,7944.854935714729,9726.347875337262,11907.309039314405,14577.312098537517,17846.01603238505,21847.668903247024,26746.62152268134,32744.077459505985,40086.35661759806,49075.01177458709,60079.213575089234,73550.91263921658,90043.40150525406,110234.03875907022,134952.06864688636,165212.67874325626,202258.69444760197,247611.6227327877,303134.1415498359,371106.60137436364,454320.6808692294,556194.0431699876,680910.7018106913,833592.8612213266,1020511.2894118526,1249342.8630029126,1529485.8621660892,1872445.9648676051,2292308.793481511,2806318.421607548,3435585.600791952,4205954.794540999,5149065.62934849,6303652.357307692,7717134.700188044,9447565.412106922,11566014.548620502,14159488.365909941,17334502.731388304,21221457.808316674,25979993.685927704,31805546.914704747,38937377.22851807,47668394.116969764,58357186.83246399
Belgium,0.2031036061542385,43,3/5/20,4.565060622445571,3.912023005428146,10836,431,1359,0.039774824658545586,7.2539682539682575,11589623.0,383.0,934.9743300537041,49.99999999999999,96.06841774242831,117.70296776447717,144.20960546794745,176.685522074809,216.47499561176173,265.2250347103768,324.953553357636,398.1328985593778,487.7921883834265,597.6426964686153,732.2314730499959,897.1295613467325,1099.1626001675927,1346.6933580848095,1649.967894134333,2021.5396736980413,2476.7891950281,3034.560635352762,3717.9418693031253,4555.220147021485,5581.0529904061505,6837.902774487909,8377.794375671549,10264.468641306461,12576.020819312442,15408.133160573356,18878.03550145052,23129.35776710042,28338.075255628453,34719.792796664966,42538.669298082335,52118.35209527601,63855.37370934201,78235.56554715612,95854.16795686046,117440.46905577717,143887.99220758158,176291.48170121884,215992.21758251416,264633.5353586727,324228.8487069039,397244.99085621856,486704.32439837593,596309.8461669913,730598.4656603296,895128.8016729294,1096711.2706159651,1343689.990589272,1646288.1700812115,2017031.27799647,2471265.5113201584,3027793.0213887207,3709650.1927358313,4545061.1898673205,5568606.242197563,6822653.026052416,8359110.393040216,10241577.03699937,12547974.039453335,15373770.262721749,18835934.099624872,23077775.154849954,28274876.270055458,34642361.43746861,42443800.44326377
Mexico,0.20378452403824532,54,3/16/20,4.185164513811344,3.970291913552122,848,16,4,0.018867924528301886,14.65343915343917,128932753.0,66.0,6.577072002798234,53.00000000000001,65.70430929399333,80.55571347127392,98.76403911089018,121.08806441117092,148.45807719934717,182.01464192943226,223.1561293375363,273.59698941263395,335.43919603675334,411.2598405389749,504.21852436592224,618.1890261411368,757.920729949197,929.236541891598,1139.2755425023572,1396.790486846197,1712.512549737281,2099.5985157583677,2574.1790494037705,3156.030892885187,3869.401003458845,4744.01697376318,5816.325841450765,7131.01291184728,8742.86388608668,10719.047893413184,13141.916566279082,16112.435801426907,19754.393215464464,24219.55662821815,29693.998538424603,36405.85014560741,44634.80804410176,54723.789752625526,67093.22378917008,82258.5697878807,100851.79875705784,123647.72860459604,151596.31238610795,185862.22479312282,227873.3965313456,279380.5191158625,342529.9997699029,419953.40660711227,514877.1314611566,631256.8402372377,773942.3136068402,948879.547294885,1163358.5338918816,1426317.0517663907,1748713.1205835473,2143981.6444134447,2628594.2716824114,3222745.802477191,3951195.7471994474,4844300.1060420945,5939276.365650248,7281754.42796672,8927678.10164152,10945636.395044636,13419721.760632988,16453034.399565592,20171978.65811199,24731530.555486333,30321695.951774407
Colombia,0.2052918677800097,54,3/16/20,4.098132762128215,3.9889840465642745,702,10,10,0.014245014245014245,14.493827160493838,50882891.0,46.0,13.796385901107703,54.00000000000001,60.22772305226202,73.9526208900101,90.80519500556072,111.49819087901687,136.90677684831107,168.10555758102996,206.41402230175723,253.45234991563638,311.20993119279603,382.12950602060965,469.21047413841444,576.1357486729164,707.4275174875659,868.6384999566086,1066.58678798161,1309.6442033754622,1608.09036710524,1974.5474550352371,2424.514027283501,2977.02050842306,3655.434040734953,4488.446750150826,5511.289221591045,6767.220505179203,8309.35767012736,10202.922283566992,12527.998824596594,15382.921695079533,18888.434073952612,23192.79450536201,28478.047193426642,34967.72119304279,42936.28411840724,52720.750194707536,64734.93359200961,79486.9498572231,97600.70563175128,119842.28551889915,147152.3520801377,180685.92925242631,221861.25174562781,272419.7464063233,334499.6823382803,410726.60466221214,504324.37662749743,619251.5263769911,760368.6648751345,933644.0556014342,1146406.0301630665,1407652.92523352,1728433.648972197,2122314.972210739,2605955.3075400344,3199809.2431219616,3928992.6280562067,4824344.7963350015,5923732.8539959695,7273653.19165603,8931197.955154097,10966469.642194778,13465545.94546597,16534120.234264046,20301971.64142093,24928453.808803715,30609234.426758707
Morocco,0.20716307644909077,57,3/19/20,4.14049663032898,4.143134726391533,479,26,13,0.054279749478079335,14.94268077601412,36910560.0,83.0,12.977315976782796,62.99999999999999,62.83401898125794,77.2973526119121,95.08990221670288,116.97799727993102,143.90436343534205,177.0287258908627,217.77775907832907,267.90653387189457,329.5741089219183,405.43652184166297,498.7611854000623,613.5676157927026,754.8005541922323,928.5429379659204,1142.27789428305,1405.2110402412109,1728.6669710571175,2126.57701316582,2616.0792498741184,3218.256662820547,3959.0451811760795,4870.350748487669,5991.423519508332,7370.54837400865,9067.124558415357,11154.224025953417,13721.738663629929,16880.251957900065,20765.801852606528,25545.73993665447,31425.939318074987,38659.661629385104,47558.465068343554,58505.623286098715,71972.63307754004,88539.52186413223,108919.82961750872,133991.34120141552,164833.892781523,202775.88063446808,249451.47550196855,306871.00672629,377507.5476290907,464403.43138719065,571301.2850701943,702805.2255081952,864579.1597351971,1063590.730857056,1308411.4161524712,1609585.7027059798,1980085.241058151,2435867.537382388,2996563.247197632,3686321.6725261705,4534850.8782667825,5578697.225851209,6862819.434012975,8442524.961852508,10385852.114693373,12776500.47061426,15717435.841847224,19335325.037616186,23785991.43474096,29261126.328772772,35996545.125205144
Croatia,0.20927064527710604,54,3/16/20,4.09741472447327,4.04305126783455,713,6,52,0.008415147265077139,7.596119929453262,4105267.0,73.0,173.67932463345258,57.00000000000001,60.1844928015702,74.19415472286619,91.46496611992704,112.75605279914458,139.00324880865554,171.360230335303,211.2492246925069,260.42352327529255,321.0445461934157,395.7768459018267,487.90522564314125,601.4791205570773,741.4905876222817,914.0937278474702,1126.875185252826,1389.1876122253445,1712.5607584724412,2111.2082526862855,2602.6523521339986,3208.494120582232,3955.3628871600904,4876.086718926088,6011.135354399399,7410.399021137284,9135.381323976078,11261.90259072482,13883.4324988826,17115.19846653407,21099.250388722387,26010.704336059895,32065.43965275393,39529.58777432917,48731.22983904564,60074.81725291491,74058.94905364055,91298.28746443002,112550.57491972255,138749.94007631802,171047.9567511145,210864.26050085784,259948.94765841204,320459.4995292751,395055.6128948062,487016.1050271282,600383.0316896455,740139.3527238129,912427.9543822933,1124821.655374022,1386656.0645381652,1709439.920661109,2107360.95062125,2597909.4804839827,3202647.2099138563,3948154.9408173393,4867200.916931338,6000181.127864519,7396894.885095525,9118733.714064565,11241379.773499947,13858132.409014713,17084009.057189856,21060800.752364654,25963304.447215192,32007006.084186926,39457552.12153145
Argentina,0.21332868071747363,54,3/16/20,4.04609226124589,4.02535169073515,745,19,72,0.025503355704697986,22.633156966490294,45195774.0,17.0,16.48384205125019,56.00000000000002,57.17360044957517,70.76899223357651,87.59725157020841,108.42712663377124,134.21016732052593,166.1241939302054,205.6271023271411,254.5234635071932,315.04695997044547,389.9624247562326,482.69214448546376,597.472196183055,739.545959655768,915.4036454536575,1133.0787805262119,1402.515195624446,1736.0212791593933,2148.8322487318123,2659.806126008815,3292.2852084564797,4075.162391661253,5044.201053953057,6243.668798270604,7728.359683828868,9566.097327131607,11840.833218934433,14656.481794406065,18141.66745007899,22455.600360713444,27795.3495150127,34404.845216846865,42586.0223040498,52712.61312906547,65247.22039208347,80762.44974745376,99967.0675626417,123738.37876789835,153162.30388086085,189582.98600384677,234664.19393960314,290465.3264412995,359535.48962124664,445029.94516047166,550854.2489036905,681842.6643758377,843979.0015024908,1044669.9688837822,1293083.5268943852,1600567.69824847,1981168.9681247137,2452273.9553944357,3035403.667763947,3757196.6239770507,4650625.7540446315,5756504.667910962,7125352.101888928,8819699.714465352,10916948.65615401,13512905.407157335,16726158.406895962,20703495.40849998,25626609.033731233,31720396.85134968,39263235.142921716,48599695.68201584
Switzerland,0.21347883925824754,41,3/3/20,4.663831215666768,4.02535169073515,14829,300,1595,0.020230629172567266,-5.21340388007055,8654622.0,219.0,1713.4197195440772,56.00000000000002,106.04157303510719,131.277060429948,162.51802101636758,201.19362109856576,249.0731361211724,308.346888924692,381.7264494685674,472.56867981394515,585.029298996699,724.2529928545415,896.6087656777678,1109.9813002107492,1374.1316547203328,1701.1437977792289,2105.9774081921632,2607.152228756717,3227.5952806854084,3995.689695829735,4946.573147166539,6123.745276267754,7581.057652021635,9385.177294360547,11618.636460717606,14383.608212434325,17806.580480273537,22044.14245142981,27290.147985306266,33784.583759646725,41824.54783415406,51777.84086305206,64099.79170773665,79354.08716332154,98238.5586872975,121617.10578429188,150559.21643178735,186388.89247010485,230745.21812467134,285657.3424617662,353637.3059667496,437794.9577408781,541980.2203825134,670959.2106808547,830632.2730371017,1028303.8998908078,1273016.8870809255,1575966.01059793,1951010.1490131048,2415306.2794215716,2990094.350028971,3701668.934598359,4582582.1186003,5673132.64496296,7023209.4427093165,8694573.87356457,10763685.101452637,13325197.835800808,16496292.45835784,20422035.6219063,25282016.54979187,31298562.62410562,38746910.09737218,47967795.202759534,59383041.662719026,73514857.6708685,91009725.11754893
France,0.21353938725639796,37,2/28/20,4.798789880853561,4.04305126783455,40708,2611,7226,0.06413972683502014,22.804673721340382,65273511.0,119.0,623.6526789557865,57.00000000000001,121.36346436934654,150.25431143972733,186.02268997133893,230.30581187717863,285.1306310675251,353.00662241351426,437.0406469527517,541.0791610168028,669.8842785629922,829.3517455423213,1026.7808035584712,1271.2082951809255,1573.8223037832352,1948.4742612799296,2412.312964267961,2986.569519144003,3697.5291451815388,4577.734317527438,5667.474321108977,7016.629396215967,8686.953887107922,10754.90289930896,13315.13184906207,16484.829088442864,20409.079921676832,25267.507537667618,31282.494831527572,38729.36344931173,47948.97597736237,59363.33811131965,73494.91495673667,90990.54561872699,112651.0507137441,139467.88801647467,172668.5340663468,213772.66896806654,264661.7361109414,327665.06073665066,405666.4692267724,502236.28935273894,621794.7734837367,769814.4250586982,953070.489332365,1179951.0740097861,1460841.0947989286,1808597.6200701634,2239138.372386558,2772170.3241539164,3432091.737112586,4249108.934369547,5260618.922537493,6512921.150200076,8063336.7543496145,9982832.298230391,12359268.095907588,15301419.807843124,18943957.3863909,23453609.27052312,29036793.981046997,35949068.43431699,44506825.448386244,55101775.866942555,68218878.18559012,84458536.36619997,104564081.89115426
Israel,0.217201143094402,46,3/8/20,3.7825304969229574,4.110873864173311,4247,15,132,0.0035319048740287263,13.19488536155203,8655535.0,400.0,490.66868772409794,61.00000000000001,43.9270584989105,54.583500040372954,67.8251305338665,84.2791013499214,104.7247070288153,130.13029430316078,161.69912502851733,200.9263651865342,249.66989907924753,310.2383226231738,385.50028329001907,479.02034526273695,595.2278146654546,739.6265207839663,919.0554889550335,1142.0128511388102,1419.0583352579301,1763.313396041849,2191.082674621331,2722.626220501884,3383.119049967144,4203.8434876090805,5223.670762778776,6490.902032470546,8065.556025341423,10022.211654481096,12453.54023103013,15474.694571685895,19228.76287742612,23893.545690575756,29689.976901106216,36892.58763867371,45842.50864225196,56963.62692683413,70782.66196079933,87954.11220377588,109291.2535253149,135804.6576544476,168750.0549746172,209687.80854626137,260556.81617139117,323766.3406568258,402310.1175497921,499908.1447273818,621182.8692919782,771878.1163532424,959131.1286225815,1191810.6011854194,1480936.7214864802,1840203.1085020625,2286625.371232358,2841347.0036031445,3530640.7846483137,4387153.112384553,5451450.205638155,6773939.405182833,8417256.571036996,10459232.648059605,12996579.902608093,16149472.418152299,20067237.791715223,24935429.601811975,30984615.614791863,38501297.95745116,47841482.45817701
