,ConfirmedForeignNational,ConfirmedIndianNational,Cured,Date,Deaths,State/UnionTerritory
445,0.0,0.0,0.0,06/02/20,0.0,Chattisgarh
446,0.0,0.0,0.0,07/02/20,0.0,Chattisgarh
447,0.0,0.0,0.0,08/02/20,0.0,Chattisgarh
448,0.0,0.0,0.0,09/02/20,0.0,Chattisgarh
449,0.0,0.0,0.0,10/02/20,0.0,Chattisgarh
450,0.0,0.0,0.0,11/02/20,0.0,Chattisgarh
451,0.0,0.0,0.0,12/02/20,0.0,Chattisgarh
452,0.0,0.0,0.0,13/02/20,0.0,Chattisgarh
453,0.0,0.0,0.0,14/02/20,0.0,Chattisgarh
454,0.0,0.0,0.0,15/02/20,0.0,Chattisgarh
455,0.0,0.0,0.0,16/02/20,0.0,Chattisgarh
456,0.0,0.0,0.0,17/02/20,0.0,Chattisgarh
457,0.0,0.0,0.0,18/02/20,0.0,Chattisgarh
458,0.0,0.0,0.0,19/02/20,0.0,Chattisgarh
459,0.0,0.0,0.0,20/02/20,0.0,Chattisgarh
460,0.0,0.0,0.0,21/02/20,0.0,Chattisgarh
461,0.0,0.0,0.0,22/02/20,0.0,Chattisgarh
462,0.0,0.0,0.0,23/02/20,0.0,Chattisgarh
463,0.0,0.0,0.0,24/02/20,0.0,Chattisgarh
464,0.0,0.0,0.0,25/02/20,0.0,Chattisgarh
465,0.0,0.0,0.0,26/02/20,0.0,Chattisgarh
466,0.0,0.0,0.0,27/02/20,0.0,Chattisgarh
467,0.0,0.0,0.0,28/02/20,0.0,Chattisgarh
468,0.0,0.0,0.0,29/02/20,0.0,Chattisgarh
469,0.0,0.0,0.0,01/03/20,0.0,Chattisgarh
470,0.0,0.0,0.0,02/03/20,0.0,Chattisgarh
471,0.0,0.0,0.0,03/03/20,0.0,Chattisgarh
472,0.0,0.0,0.0,04/03/20,0.0,Chattisgarh
473,0.0,0.0,0.0,05/03/20,0.0,Chattisgarh
474,0.0,0.0,0.0,06/03/20,0.0,Chattisgarh
475,0.0,0.0,0.0,07/03/20,0.0,Chattisgarh
476,0.0,0.0,0.0,08/03/20,0.0,Chattisgarh
477,0.0,0.0,0.0,09/03/20,0.0,Chattisgarh
478,0.0,0.0,0.0,10/03/20,0.0,Chattisgarh
479,0.0,0.0,0.0,11/03/20,0.0,Chattisgarh
480,0.0,0.0,0.0,12/03/20,0.0,Chattisgarh
481,0.0,0.0,0.0,13/03/20,0.0,Chattisgarh
482,0.0,0.0,0.0,14/03/20,0.0,Chattisgarh
483,0.0,0.0,0.0,15/03/20,0.0,Chattisgarh
484,0.0,0.0,0.0,16/03/20,0.0,Chattisgarh
485,0.0,0.0,0.0,17/03/20,0.0,Chattisgarh
486,0.0,0.0,0.0,18/03/20,0.0,Chattisgarh
487,0.0,0.0,0.0,30/01/20,0.0,Chhattisgarh
488,0.0,0.0,0.0,31/01/20,0.0,Chhattisgarh
489,0.0,0.0,0.0,01/02/20,0.0,Chhattisgarh
490,0.0,0.0,0.0,02/02/20,0.0,Chhattisgarh
491,0.0,0.0,0.0,03/02/20,0.0,Chhattisgarh
492,0.0,0.0,0.0,04/02/20,0.0,Chhattisgarh
493,0.0,0.0,0.0,05/02/20,0.0,Chhattisgarh
494,0.0,0.0,0.0,06/02/20,0.0,Chhattisgarh
495,0.0,0.0,0.0,07/02/20,0.0,Chhattisgarh
496,0.0,0.0,0.0,08/02/20,0.0,Chhattisgarh
497,0.0,0.0,0.0,09/02/20,0.0,Chhattisgarh
498,0.0,0.0,0.0,10/02/20,0.0,Chhattisgarh
499,0.0,0.0,0.0,11/02/20,0.0,Chhattisgarh
500,0.0,0.0,0.0,12/02/20,0.0,Chhattisgarh
501,0.0,0.0,0.0,13/02/20,0.0,Chhattisgarh
502,0.0,0.0,0.0,14/02/20,0.0,Chhattisgarh
503,0.0,0.0,0.0,15/02/20,0.0,Chhattisgarh
504,0.0,0.0,0.0,16/02/20,0.0,Chhattisgarh
505,0.0,0.0,0.0,17/02/20,0.0,Chhattisgarh
506,0.0,0.0,0.0,18/02/20,0.0,Chhattisgarh
507,0.0,0.0,0.0,19/02/20,0.0,Chhattisgarh
508,0.0,0.0,0.0,20/02/20,0.0,Chhattisgarh
509,0.0,0.0,0.0,21/02/20,0.0,Chhattisgarh
510,0.0,0.0,0.0,22/02/20,0.0,Chhattisgarh
511,0.0,0.0,0.0,23/02/20,0.0,Chhattisgarh
512,0.0,0.0,0.0,24/02/20,0.0,Chhattisgarh
513,0.0,0.0,0.0,25/02/20,0.0,Chhattisgarh
514,0.0,0.0,0.0,26/02/20,0.0,Chhattisgarh
515,0.0,0.0,0.0,27/02/20,0.0,Chhattisgarh
516,0.0,0.0,0.0,28/02/20,0.0,Chhattisgarh
517,0.0,0.0,0.0,29/02/20,0.0,Chhattisgarh
518,0.0,0.0,0.0,01/03/20,0.0,Chhattisgarh
519,0.0,0.0,0.0,02/03/20,0.0,Chhattisgarh
520,0.0,0.0,0.0,03/03/20,0.0,Chhattisgarh
521,0.0,0.0,0.0,04/03/20,0.0,Chhattisgarh
522,0.0,0.0,0.0,05/03/20,0.0,Chhattisgarh
523,0.0,0.0,0.0,06/03/20,0.0,Chhattisgarh
524,0.0,0.0,0.0,07/03/20,0.0,Chhattisgarh
525,0.0,0.0,0.0,08/03/20,0.0,Chhattisgarh
526,0.0,0.0,0.0,09/03/20,0.0,Chhattisgarh
527,0.0,0.0,0.0,10/03/20,0.0,Chhattisgarh
528,0.0,0.0,0.0,11/03/20,0.0,Chhattisgarh
529,0.0,0.0,0.0,12/03/20,0.0,Chhattisgarh
530,0.0,0.0,0.0,13/03/20,0.0,Chhattisgarh
531,0.0,0.0,0.0,14/03/20,0.0,Chhattisgarh
532,0.0,0.0,0.0,15/03/20,0.0,Chhattisgarh
533,0.0,0.0,0.0,16/03/20,0.0,Chhattisgarh
534,0.0,0.0,0.0,17/03/20,0.0,Chhattisgarh
535,0.0,0.0,0.0,18/03/20,0.0,Chhattisgarh
536,0.0,0.0,0.0,19/03/20,0.0,Chhattisgarh
537,0.0,0.0,0.0,30/01/20,0.0,Delhi
538,0.0,0.0,0.0,31/01/20,0.0,Delhi
539,0.0,0.0,0.0,01/02/20,0.0,Delhi
540,0.0,0.0,0.0,02/02/20,0.0,Delhi
541,0.0,0.0,0.0,03/02/20,0.0,Delhi
542,0.0,0.0,0.0,04/02/20,0.0,Delhi
543,0.0,0.0,0.0,05/02/20,0.0,Delhi
544,0.0,0.0,0.0,06/02/20,0.0,Delhi
545,0.0,0.0,0.0,07/02/20,0.0,Delhi
546,0.0,0.0,0.0,08/02/20,0.0,Delhi
547,0.0,0.0,0.0,09/02/20,0.0,Delhi
548,0.0,0.0,0.0,10/02/20,0.0,Delhi
549,0.0,0.0,0.0,11/02/20,0.0,Delhi
550,0.0,0.0,0.0,12/02/20,0.0,Delhi
551,0.0,0.0,0.0,13/02/20,0.0,Delhi
552,0.0,0.0,0.0,14/02/20,0.0,Delhi
553,0.0,0.0,0.0,15/02/20,0.0,Delhi
554,0.0,0.0,0.0,16/02/20,0.0,Delhi
555,0.0,0.0,0.0,17/02/20,0.0,Delhi
556,0.0,0.0,0.0,18/02/20,0.0,Delhi
557,0.0,0.0,0.0,19/02/20,0.0,Delhi
558,0.0,0.0,0.0,20/02/20,0.0,Delhi
559,0.0,0.0,0.0,21/02/20,0.0,Delhi
560,0.0,0.0,0.0,22/02/20,0.0,Delhi
561,0.0,0.0,0.0,23/02/20,0.0,Delhi
562,0.0,0.0,0.0,24/02/20,0.0,Delhi
563,0.0,0.0,0.0,25/02/20,0.0,Delhi
564,0.0,0.0,0.0,26/02/20,0.0,Delhi
565,0.0,0.0,0.0,27/02/20,0.0,Delhi
566,0.0,0.0,0.0,28/02/20,0.0,Delhi
567,0.0,0.0,0.0,29/02/20,0.0,Delhi
568,0.0,0.0,0.0,01/03/20,0.0,Delhi
569,0.0,0.0,0.0,30/01/20,0.0,Gujarat
570,0.0,0.0,0.0,31/01/20,0.0,Gujarat
571,0.0,0.0,0.0,01/02/20,0.0,Gujarat
572,0.0,0.0,0.0,02/02/20,0.0,Gujarat
573,0.0,0.0,0.0,03/02/20,0.0,Gujarat
574,0.0,0.0,0.0,04/02/20,0.0,Gujarat
575,0.0,0.0,0.0,05/02/20,0.0,Gujarat
576,0.0,0.0,0.0,06/02/20,0.0,Gujarat
577,0.0,0.0,0.0,07/02/20,0.0,Gujarat
578,0.0,0.0,0.0,08/02/20,0.0,Gujarat
579,0.0,0.0,0.0,09/02/20,0.0,Gujarat
580,0.0,0.0,0.0,10/02/20,0.0,Gujarat
581,0.0,0.0,0.0,11/02/20,0.0,Gujarat
582,0.0,0.0,0.0,12/02/20,0.0,Gujarat
583,0.0,0.0,0.0,13/02/20,0.0,Gujarat
584,0.0,0.0,0.0,14/02/20,0.0,Gujarat
585,0.0,0.0,0.0,15/02/20,0.0,Gujarat
586,0.0,0.0,0.0,16/02/20,0.0,Gujarat
587,0.0,0.0,0.0,17/02/20,0.0,Gujarat
588,0.0,0.0,0.0,18/02/20,0.0,Gujarat
589,0.0,0.0,0.0,19/02/20,0.0,Gujarat
590,0.0,0.0,0.0,20/02/20,0.0,Gujarat
591,0.0,0.0,0.0,21/02/20,0.0,Gujarat
592,0.0,0.0,0.0,22/02/20,0.0,Gujarat
593,0.0,0.0,0.0,23/02/20,0.0,Gujarat
594,0.0,0.0,0.0,24/02/20,0.0,Gujarat
595,0.0,0.0,0.0,25/02/20,0.0,Gujarat
596,0.0,0.0,0.0,26/02/20,0.0,Gujarat
597,0.0,0.0,0.0,27/02/20,0.0,Gujarat
598,0.0,0.0,0.0,28/02/20,0.0,Gujarat
599,0.0,0.0,0.0,29/02/20,0.0,Gujarat
600,0.0,0.0,0.0,01/03/20,0.0,Gujarat
601,0.0,0.0,0.0,02/03/20,0.0,Gujarat
602,0.0,0.0,0.0,03/03/20,0.0,Gujarat
603,0.0,0.0,0.0,04/03/20,0.0,Gujarat
604,0.0,0.0,0.0,05/03/20,0.0,Gujarat
605,0.0,0.0,0.0,06/03/20,0.0,Gujarat
606,0.0,0.0,0.0,07/03/20,0.0,Gujarat
607,0.0,0.0,0.0,08/03/20,0.0,Gujarat
608,0.0,0.0,0.0,09/03/20,0.0,Gujarat
609,0.0,0.0,0.0,10/03/20,0.0,Gujarat
610,0.0,0.0,0.0,11/03/20,0.0,Gujarat
611,0.0,0.0,0.0,12/03/20,0.0,Gujarat
612,0.0,0.0,0.0,13/03/20,0.0,Gujarat
613,0.0,0.0,0.0,14/03/20,0.0,Gujarat
614,0.0,0.0,0.0,15/03/20,0.0,Gujarat
615,0.0,0.0,0.0,16/03/20,0.0,Gujarat
616,0.0,0.0,0.0,17/03/20,0.0,Gujarat
617,0.0,0.0,0.0,18/03/20,0.0,Gujarat
618,0.0,0.0,0.0,19/03/20,0.0,Gujarat
619,0.0,0.0,0.0,30/01/20,0.0,Haryana
620,0.0,0.0,0.0,31/01/20,0.0,Haryana
621,0.0,0.0,0.0,01/02/20,0.0,Haryana
622,0.0,0.0,0.0,02/02/20,0.0,Haryana
623,0.0,0.0,0.0,03/02/20,0.0,Haryana
624,0.0,0.0,0.0,04/02/20,0.0,Haryana
625,0.0,0.0,0.0,05/02/20,0.0,Haryana
626,0.0,0.0,0.0,06/02/20,0.0,Haryana
627,0.0,0.0,0.0,07/02/20,0.0,Haryana
628,0.0,0.0,0.0,08/02/20,0.0,Haryana
629,0.0,0.0,0.0,09/02/20,0.0,Haryana
630,0.0,0.0,0.0,10/02/20,0.0,Haryana
631,0.0,0.0,0.0,11/02/20,0.0,Haryana
632,0.0,0.0,0.0,12/02/20,0.0,Haryana
633,0.0,0.0,0.0,13/02/20,0.0,Haryana
634,0.0,0.0,0.0,14/02/20,0.0,Haryana
635,0.0,0.0,0.0,15/02/20,0.0,Haryana
636,0.0,0.0,0.0,16/02/20,0.0,Haryana
637,0.0,0.0,0.0,17/02/20,0.0,Haryana
638,0.0,0.0,0.0,18/02/20,0.0,Haryana
639,0.0,0.0,0.0,19/02/20,0.0,Haryana
640,0.0,0.0,0.0,20/02/20,0.0,Haryana
641,0.0,0.0,0.0,21/02/20,0.0,Haryana
642,0.0,0.0,0.0,22/02/20,0.0,Haryana
643,0.0,0.0,0.0,23/02/20,0.0,Haryana
644,0.0,0.0,0.0,24/02/20,0.0,Haryana
645,0.0,0.0,0.0,25/02/20,0.0,Haryana
646,0.0,0.0,0.0,26/02/20,0.0,Haryana
647,0.0,0.0,0.0,27/02/20,0.0,Haryana
648,0.0,0.0,0.0,28/02/20,0.0,Haryana
649,0.0,0.0,0.0,29/02/20,0.0,Haryana
650,0.0,0.0,0.0,01/03/20,0.0,Haryana
651,0.0,0.0,0.0,02/03/20,0.0,Haryana
652,0.0,0.0,0.0,03/03/20,0.0,Haryana
653,0.0,0.0,0.0,30/01/20,0.0,Himachal Pradesh
654,0.0,0.0,0.0,31/01/20,0.0,Himachal Pradesh
655,0.0,0.0,0.0,01/02/20,0.0,Himachal Pradesh
656,0.0,0.0,0.0,02/02/20,0.0,Himachal Pradesh
657,0.0,0.0,0.0,03/02/20,0.0,Himachal Pradesh
658,0.0,0.0,0.0,04/02/20,0.0,Himachal Pradesh
659,0.0,0.0,0.0,05/02/20,0.0,Himachal Pradesh
660,0.0,0.0,0.0,06/02/20,0.0,Himachal Pradesh
661,0.0,0.0,0.0,07/02/20,0.0,Himachal Pradesh
662,0.0,0.0,0.0,08/02/20,0.0,Himachal Pradesh
663,0.0,0.0,0.0,09/02/20,0.0,Himachal Pradesh
664,0.0,0.0,0.0,10/02/20,0.0,Himachal Pradesh
665,0.0,0.0,0.0,11/02/20,0.0,Himachal Pradesh
666,0.0,0.0,0.0,12/02/20,0.0,Himachal Pradesh
667,0.0,0.0,0.0,13/02/20,0.0,Himachal Pradesh
668,0.0,0.0,0.0,14/02/20,0.0,Himachal Pradesh
669,0.0,0.0,0.0,15/02/20,0.0,Himachal Pradesh
670,0.0,0.0,0.0,16/02/20,0.0,Himachal Pradesh
671,0.0,0.0,0.0,17/02/20,0.0,Himachal Pradesh
672,0.0,0.0,0.0,18/02/20,0.0,Himachal Pradesh
673,0.0,0.0,0.0,19/02/20,0.0,Himachal Pradesh
674,0.0,0.0,0.0,20/02/20,0.0,Himachal Pradesh
675,0.0,0.0,0.0,21/02/20,0.0,Himachal Pradesh
676,0.0,0.0,0.0,22/02/20,0.0,Himachal Pradesh
677,0.0,0.0,0.0,23/02/20,0.0,Himachal Pradesh
678,0.0,0.0,0.0,24/02/20,0.0,Himachal Pradesh
679,0.0,0.0,0.0,25/02/20,0.0,Himachal Pradesh
680,0.0,0.0,0.0,26/02/20,0.0,Himachal Pradesh
681,0.0,0.0,0.0,27/02/20,0.0,Himachal Pradesh
682,0.0,0.0,0.0,28/02/20,0.0,Himachal Pradesh
683,0.0,0.0,0.0,29/02/20,0.0,Himachal Pradesh
684,0.0,0.0,0.0,01/03/20,0.0,Himachal Pradesh
685,0.0,0.0,0.0,02/03/20,0.0,Himachal Pradesh
686,0.0,0.0,0.0,03/03/20,0.0,Himachal Pradesh
687,0.0,0.0,0.0,04/03/20,0.0,Himachal Pradesh
688,0.0,0.0,0.0,05/03/20,0.0,Himachal Pradesh
689,0.0,0.0,0.0,06/03/20,0.0,Himachal Pradesh
690,0.0,0.0,0.0,07/03/20,0.0,Himachal Pradesh
691,0.0,0.0,0.0,08/03/20,0.0,Himachal Pradesh
692,0.0,0.0,0.0,09/03/20,0.0,Himachal Pradesh
693,0.0,0.0,0.0,10/03/20,0.0,Himachal Pradesh
694,0.0,0.0,0.0,11/03/20,0.0,Himachal Pradesh
695,0.0,0.0,0.0,12/03/20,0.0,Himachal Pradesh
696,0.0,0.0,0.0,13/03/20,0.0,Himachal Pradesh
697,0.0,0.0,0.0,14/03/20,0.0,Himachal Pradesh
698,0.0,0.0,0.0,15/03/20,0.0,Himachal Pradesh
699,0.0,0.0,0.0,16/03/20,0.0,Himachal Pradesh
700,0.0,0.0,0.0,17/03/20,0.0,Himachal Pradesh
701,0.0,0.0,0.0,18/03/20,0.0,Himachal Pradesh
702,0.0,0.0,0.0,19/03/20,0.0,Himachal Pradesh
703,0.0,0.0,0.0,20/03/20,0.0,Himachal Pradesh
704,0.0,0.0,0.0,30/01/20,0.0,Jammu and Kashmir
705,0.0,0.0,0.0,31/01/20,0.0,Jammu and Kashmir
706,0.0,0.0,0.0,01/02/20,0.0,Jammu and Kashmir
707,0.0,0.0,0.0,02/02/20,0.0,Jammu and Kashmir
708,0.0,0.0,0.0,03/02/20,0.0,Jammu and Kashmir
709,0.0,0.0,0.0,04/02/20,0.0,Jammu and Kashmir
710,0.0,0.0,0.0,05/02/20,0.0,Jammu and Kashmir
711,0.0,0.0,0.0,06/02/20,0.0,Jammu and Kashmir
712,0.0,0.0,0.0,07/02/20,0.0,Jammu and Kashmir
713,0.0,0.0,0.0,08/02/20,0.0,Jammu and Kashmir
714,0.0,0.0,0.0,09/02/20,0.0,Jammu and Kashmir
715,0.0,0.0,0.0,10/02/20,0.0,Jammu and Kashmir
716,0.0,0.0,0.0,11/02/20,0.0,Jammu and Kashmir
717,0.0,0.0,0.0,12/02/20,0.0,Jammu and Kashmir
718,0.0,0.0,0.0,13/02/20,0.0,Jammu and Kashmir
719,0.0,0.0,0.0,14/02/20,0.0,Jammu and Kashmir
720,0.0,0.0,0.0,15/02/20,0.0,Jammu and Kashmir
721,0.0,0.0,0.0,16/02/20,0.0,Jammu and Kashmir
722,0.0,0.0,0.0,17/02/20,0.0,Jammu and Kashmir
723,0.0,0.0,0.0,18/02/20,0.0,Jammu and Kashmir
724,0.0,0.0,0.0,19/02/20,0.0,Jammu and Kashmir
725,0.0,0.0,0.0,20/02/20,0.0,Jammu and Kashmir
726,0.0,0.0,0.0,21/02/20,0.0,Jammu and Kashmir
727,0.0,0.0,0.0,22/02/20,0.0,Jammu and Kashmir
728,0.0,0.0,0.0,23/02/20,0.0,Jammu and Kashmir
729,0.0,0.0,0.0,24/02/20,0.0,Jammu and Kashmir
730,0.0,0.0,0.0,25/02/20,0.0,Jammu and Kashmir
731,0.0,0.0,0.0,26/02/20,0.0,Jammu and Kashmir
732,0.0,0.0,0.0,27/02/20,0.0,Jammu and Kashmir
733,0.0,0.0,0.0,28/02/20,0.0,Jammu and Kashmir
734,0.0,0.0,0.0,29/02/20,0.0,Jammu and Kashmir
735,0.0,0.0,0.0,01/03/20,0.0,Jammu and Kashmir
736,0.0,0.0,0.0,02/03/20,0.0,Jammu and Kashmir
737,0.0,0.0,0.0,03/03/20,0.0,Jammu and Kashmir
738,0.0,0.0,0.0,04/03/20,0.0,Jammu and Kashmir
739,0.0,0.0,0.0,05/03/20,0.0,Jammu and Kashmir
740,0.0,0.0,0.0,06/03/20,0.0,Jammu and Kashmir
741,0.0,0.0,0.0,07/03/20,0.0,Jammu and Kashmir
742,0.0,0.0,0.0,08/03/20,0.0,Jammu and Kashmir
743,0.0,0.0,0.0,09/03/20,0.0,Jammu and Kashmir
744,0.0,0.0,0.0,10/03/20,0.0,Jammu and Kashmir
745,0.0,0.0,0.0,11/03/20,0.0,Jammu and Kashmir
746,0.0,0.0,0.0,12/03/20,0.0,Jammu and Kashmir
747,0.0,0.0,0.0,13/03/20,0.0,Jammu and Kashmir
748,0.0,0.0,0.0,14/03/20,0.0,Jammu and Kashmir
749,0.0,0.0,0.0,15/03/20,0.0,Jammu and Kashmir
750,0.0,0.0,0.0,16/03/20,0.0,Jammu and Kashmir
751,0.0,0.0,0.0,17/03/20,0.0,Jammu and Kashmir
752,0.0,0.0,0.0,18/03/20,0.0,Jammu and Kashmir
753,0.0,0.0,0.0,19/03/20,0.0,Jammu and Kashmir
754,0.0,0.0,0.0,20/03/20,0.0,Jammu and Kashmir
755,0.0,0.0,0.0,30/01/20,0.0,Karnataka
756,0.0,0.0,0.0,31/01/20,0.0,Karnataka
757,0.0,0.0,0.0,01/02/20,0.0,Karnataka
758,0.0,0.0,0.0,02/02/20,0.0,Karnataka
759,0.0,0.0,0.0,03/02/20,0.0,Karnataka
760,0.0,0.0,0.0,04/02/20,0.0,Karnataka
761,0.0,0.0,0.0,05/02/20,0.0,Karnataka
762,0.0,0.0,0.0,06/02/20,0.0,Karnataka
763,0.0,0.0,0.0,07/02/20,0.0,Karnataka
764,0.0,0.0,0.0,08/02/20,0.0,Karnataka
765,0.0,0.0,0.0,09/02/20,0.0,Karnataka
766,0.0,0.0,0.0,10/02/20,0.0,Karnataka
767,0.0,0.0,0.0,11/02/20,0.0,Karnataka
768,0.0,0.0,0.0,12/02/20,0.0,Karnataka
769,0.0,0.0,0.0,13/02/20,0.0,Karnataka
770,0.0,0.0,0.0,14/02/20,0.0,Karnataka
771,0.0,0.0,0.0,15/02/20,0.0,Karnataka
772,0.0,0.0,0.0,16/02/20,0.0,Karnataka
773,0.0,0.0,0.0,17/02/20,0.0,Karnataka
774,0.0,0.0,0.0,18/02/20,0.0,Karnataka
775,0.0,0.0,0.0,19/02/20,0.0,Karnataka
776,0.0,0.0,0.0,20/02/20,0.0,Karnataka
777,0.0,0.0,0.0,21/02/20,0.0,Karnataka
778,0.0,0.0,0.0,22/02/20,0.0,Karnataka
779,0.0,0.0,0.0,23/02/20,0.0,Karnataka
780,0.0,0.0,0.0,24/02/20,0.0,Karnataka
781,0.0,0.0,0.0,25/02/20,0.0,Karnataka
782,0.0,0.0,0.0,26/02/20,0.0,Karnataka
783,0.0,0.0,0.0,27/02/20,0.0,Karnataka
784,0.0,0.0,0.0,28/02/20,0.0,Karnataka
785,0.0,0.0,0.0,29/02/20,0.0,Karnataka
786,0.0,0.0,0.0,01/03/20,0.0,Karnataka
787,0.0,0.0,0.0,02/03/20,0.0,Karnataka
788,0.0,0.0,0.0,03/03/20,0.0,Karnataka
789,0.0,0.0,0.0,04/03/20,0.0,Karnataka
790,0.0,0.0,0.0,05/03/20,0.0,Karnataka
791,0.0,0.0,0.0,06/03/20,0.0,Karnataka
792,0.0,0.0,0.0,07/03/20,0.0,Karnataka
793,0.0,0.0,0.0,08/03/20,0.0,Karnataka
794,0.0,0.0,0.0,30/01/20,0.0,Ladakh
795,0.0,0.0,0.0,31/01/20,0.0,Ladakh
796,0.0,0.0,0.0,01/02/20,0.0,Ladakh
797,0.0,0.0,0.0,02/02/20,0.0,Ladakh
798,0.0,0.0,0.0,03/02/20,0.0,Ladakh
799,0.0,0.0,0.0,04/02/20,0.0,Ladakh
800,0.0,0.0,0.0,05/02/20,0.0,Ladakh
801,0.0,0.0,0.0,06/02/20,0.0,Ladakh
802,0.0,0.0,0.0,07/02/20,0.0,Ladakh
803,0.0,0.0,0.0,08/02/20,0.0,Ladakh
804,0.0,0.0,0.0,09/02/20,0.0,Ladakh
805,0.0,0.0,0.0,10/02/20,0.0,Ladakh
806,0.0,0.0,0.0,11/02/20,0.0,Ladakh
807,0.0,0.0,0.0,12/02/20,0.0,Ladakh
808,0.0,0.0,0.0,13/02/20,0.0,Ladakh
809,0.0,0.0,0.0,14/02/20,0.0,Ladakh
810,0.0,0.0,0.0,15/02/20,0.0,Ladakh
811,0.0,0.0,0.0,16/02/20,0.0,Ladakh
812,0.0,0.0,0.0,17/02/20,0.0,Ladakh
813,0.0,0.0,0.0,18/02/20,0.0,Ladakh
814,0.0,0.0,0.0,19/02/20,0.0,Ladakh
815,0.0,0.0,0.0,20/02/20,0.0,Ladakh
816,0.0,0.0,0.0,21/02/20,0.0,Ladakh
817,0.0,0.0,0.0,22/02/20,0.0,Ladakh
818,0.0,0.0,0.0,23/02/20,0.0,Ladakh
819,0.0,0.0,0.0,24/02/20,0.0,Ladakh
820,0.0,0.0,0.0,25/02/20,0.0,Ladakh
821,0.0,0.0,0.0,26/02/20,0.0,Ladakh
822,0.0,0.0,0.0,27/02/20,0.0,Ladakh
823,0.0,0.0,0.0,28/02/20,0.0,Ladakh
824,0.0,0.0,0.0,29/02/20,0.0,Ladakh
825,0.0,0.0,0.0,01/03/20,0.0,Ladakh
826,0.0,0.0,0.0,02/03/20,0.0,Ladakh
827,0.0,0.0,0.0,03/03/20,0.0,Ladakh
828,0.0,0.0,0.0,04/03/20,0.0,Ladakh
829,0.0,0.0,0.0,05/03/20,0.0,Ladakh
830,0.0,0.0,0.0,06/03/20,0.0,Ladakh
831,0.0,0.0,0.0,07/03/20,0.0,Ladakh
832,0.0,0.0,0.0,08/03/20,0.0,Ladakh
833,0.0,0.0,0.0,09/03/20,0.0,Ladakh
834,0.0,0.0,0.0,10/03/20,0.0,Ladakh
835,0.0,0.0,0.0,11/03/20,0.0,Ladakh
836,0.0,0.0,0.0,12/03/20,0.0,Ladakh
837,0.0,0.0,0.0,13/03/20,0.0,Ladakh
838,0.0,0.0,0.0,14/03/20,0.0,Ladakh
839,0.0,0.0,0.0,15/03/20,0.0,Ladakh
840,0.0,0.0,0.0,16/03/20,0.0,Ladakh
841,0.0,0.0,0.0,17/03/20,0.0,Ladakh
842,0.0,0.0,0.0,18/03/20,0.0,Ladakh
843,0.0,0.0,0.0,19/03/20,0.0,Ladakh
844,0.0,0.0,0.0,20/03/20,0.0,Ladakh
845,0.0,0.0,0.0,30/01/20,0.0,Madhya Pradesh
846,0.0,0.0,0.0,31/01/20,0.0,Madhya Pradesh
847,0.0,0.0,0.0,01/02/20,0.0,Madhya Pradesh
848,0.0,0.0,0.0,02/02/20,0.0,Madhya Pradesh
849,0.0,0.0,0.0,03/02/20,0.0,Madhya Pradesh
850,0.0,0.0,0.0,04/02/20,0.0,Madhya Pradesh
851,0.0,0.0,0.0,05/02/20,0.0,Madhya Pradesh
852,0.0,0.0,0.0,06/02/20,0.0,Madhya Pradesh
853,0.0,0.0,0.0,07/02/20,0.0,Madhya Pradesh
854,0.0,0.0,0.0,08/02/20,0.0,Madhya Pradesh
855,0.0,0.0,0.0,09/02/20,0.0,Madhya Pradesh
856,0.0,0.0,0.0,10/02/20,0.0,Madhya Pradesh
857,0.0,0.0,0.0,11/02/20,0.0,Madhya Pradesh
858,0.0,0.0,0.0,12/02/20,0.0,Madhya Pradesh
859,0.0,0.0,0.0,13/02/20,0.0,Madhya Pradesh
860,0.0,0.0,0.0,14/02/20,0.0,Madhya Pradesh
861,0.0,0.0,0.0,15/02/20,0.0,Madhya Pradesh
862,0.0,0.0,0.0,16/02/20,0.0,Madhya Pradesh
863,0.0,0.0,0.0,17/02/20,0.0,Madhya Pradesh
864,0.0,0.0,0.0,18/02/20,0.0,Madhya Pradesh
865,0.0,0.0,0.0,19/02/20,0.0,Madhya Pradesh
866,0.0,0.0,0.0,20/02/20,0.0,Madhya Pradesh
867,0.0,0.0,0.0,21/02/20,0.0,Madhya Pradesh
868,0.0,0.0,0.0,22/02/20,0.0,Madhya Pradesh
869,0.0,0.0,0.0,23/02/20,0.0,Madhya Pradesh
870,0.0,0.0,0.0,24/02/20,0.0,Madhya Pradesh
871,0.0,0.0,0.0,25/02/20,0.0,Madhya Pradesh
872,0.0,0.0,0.0,26/02/20,0.0,Madhya Pradesh
873,0.0,0.0,0.0,27/02/20,0.0,Madhya Pradesh
874,0.0,0.0,0.0,28/02/20,0.0,Madhya Pradesh
875,0.0,0.0,0.0,29/02/20,0.0,Madhya Pradesh
876,0.0,0.0,0.0,01/03/20,0.0,Madhya Pradesh
877,0.0,0.0,0.0,02/03/20,0.0,Madhya Pradesh
878,0.0,0.0,0.0,03/03/20,0.0,Madhya Pradesh
879,0.0,0.0,0.0,04/03/20,0.0,Madhya Pradesh
880,0.0,0.0,0.0,05/03/20,0.0,Madhya Pradesh
881,0.0,0.0,0.0,06/03/20,0.0,Madhya Pradesh
882,0.0,0.0,0.0,07/03/20,0.0,Madhya Pradesh
883,0.0,0.0,0.0,08/03/20,0.0,Madhya Pradesh
